SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year
137,SOSBJHW12A6D4FAAB2,59460,Inertia,AR1GNFR1187B9AD1FD,,Los Angeles CA,,The Exies,0,201.87383,10,0.474,113.326,4,0.824,Creeper Kamikaze,2003
138,SOUDSJF12A8C13C36D,105923,36 Grad Remixe,ARNJVSL1187B99AFD4,52.51607,Berlin Germany,13.37698,2raumwohnung,0,357.85098,7,0.002,125.995,5,1,Ja (Hannos Poppersmonstermix),2007
139,SOIEJUL12AB0181C12,345598,Fantasia,ARGMXQW1187FB54C34,-23.56287,Sao Paulo Brazil,-46.65466,Eliane Elias,0,326.42567,5,0.485,95.111,3,0.492,No More Blues (Chega de Saudade),1992
140,SOAGCNO12AB0187A1A,789605,Love it to Life,ARE0OLY1187B9AD19F,40.79263,Whitestone Queens NY,-73.80817,Jesse Malin and The St. Marks Social,0,243.722,9,0.585,126.105,4,0.689,Revelations,2007
141,SOJUTCU12AB017EDB4,495309,Instrumentals and Lost Tracks,AR16T2D1187B98ABF4,,,,Zimbabwe Legit,0,235.91138,1,0,100.145,4,0.752,Siyabonga (Unreleased Bonus Track),0
142,SOBPHTZ12A8C134095,282100,The Bass-ic Collection,ARHZCG01187B99E4DE,39.95227,Philadelphia PA,-75.16237,Stanley Clarke,0,282.69669,2,0.377,84.064,3,0.488,Journey To Love,1975
143,SOEIIYR12AB01825B8,531888,Back From The Dead,ARY02GH1187B99B223,,Edmonton Alberta Canada,,Zombie Girl,0,260.54485,1,0,129.984,4,0,I Want It,2006
144,SOTNLBM12AB0185DD2,460246,Drama_ Spiel und Blut (Das Archiv Teil 1),ARFY8NV1187B9B1961,,,,Der Moderne Man,0,159.55546,4,0.556,105.29,4,0.982,Blaue Matrosen (live),0
145,SODUNOD12A58A79381,253452,Suicide Sessions / Anti-Social Personality Disorder: Live,ARA7WV51187FB532B0,44.48721,Lancaster NH,-71.56889,GG Allin,0,121.70404,8,0.741,74.82,4,0.187,I Live to Be Hated,0
146,SOKBBBJ12AB018A3BF,580860,Hits Of The 80s,ARUGX5X1187FB468C4,34.15917,Encino CA,-118.50119,Dino,0,245.39383,0,0.014,95.179,3,1,Chariots Of Fire,0
147,SOFPGXP12A58A78AAB,391911,Ma Rainey,ARWQ2DR1187B98FF28,32.46292,Columbus GA,-84.98763,Ma Rainey,0,188.94322,4,0.285,99.076,1,0,Ma Raineys Black Bottom,1927
148,SOULLZX12A8C13491F,149697,Devorador De Corazones,AR1LQNB1187B9A6AE5,,,,La Portuaria,0,148.00934,9,0.265,112.071,4,0.813,Alguna Vez,0
149,SOHOXXV12A6701BEBF,2210,Break Like The Wind,ARWDP431187FB56492,,,,Spinal Tap,0,235.41506,4,0.509,129.318,4,0,The Majesty Of Rock,1992
150,SONPVKR12A58A7BA4A,235138,French,AR0XSOO1187B9B9E88,51.50632,London / Ex-Manchester,-0.12714,Buzzcocks,0,219.19302,4,0.776,176.153,4,0,Strange Thing,1980
151,SOYSRRY12A6310E1C1,130,Here Without You,ARW1MUW1187FB4D5A1,,Escatawpa MS,,3 Doors Down,0,230.42567,4,0.189,86.82,4,0.854,Its Not Me,2003
152,SOAHRFR12A8C142155,237875,Rad Jackson,ARI8GY11187B988DF4,,,,Hemdale,0,107.57179,10,0.368,108.917,1,0,Rotting Fumes,0
153,SOJUZCX12AB0181D3E,757812,Paris Jazz Cafe Vol.3,AROVSYC119B3403921,,,,Gus Viseur,0,180.00934,2,0.327,90.177,4,0.817,Fausse monnaie,2000
154,SOOQACI12AB0188EC8,680734,MZee Fulangenge,ARWJHW61187B98FA8E,-4.03479,Kasai Zaire,21.75627,Papa Wemba,0,278.59546,9,0.631,120.411,7,0.393,Maria,0
155,SONRARH12A8C139DCC,106108,The Lucky Ones,AR609UN1187FB53FA1,,,,Pride Tiger,0,229.22404,8,0.211,114.061,7,0.909,56 Days,2007
156,SOOOJUT12AB01883B9,753651,Brahms: The Complete Symphonies and Hungarian Dances,ARZOVCV11F4C83D9FA,,,,Bamberg Symphony Orchestra and Hans Swarowsky,0,151.01342,2,0.331,137.219,4,0,Hungarian Dances_ WoO 1: No. 12 in D Minor: Presto,0
157,SOMEHWS12A8C13727B,156542,Asi Bailaba Cuba Vol. Iv,ARA373P1187B9A74C7,,,,Barbarito Diez,0,157.88363,0,0.792,116.949,5,0.937,Sublime Ensoí±acion,0
158,SOFLDUO12A8C137BC0,244426,Love Thing,ARS1DCR1187B9A4A56,,,,Winston Reedy,0,235.78077,6,0.109,153.738,4,0.287,Daughter Of Zion,1997
159,SOUUCMM12A8C1362C3,151707,In Your Arms Again,AR5U94U1187FB5CDCF,,,,John Hammond,0,247.32689,6,0.183,90.666,4,0,Come To Find Out,2005
160,SORYSJU12A8C144CFA,554077,Live 1990,AR8SRQ31187FB4D477,52.94922,Nottingham England,-1.14392,Ten Years After,0,248.78975,5,0.744,128.598,1,0,Victim Of Circumstance,1989
161,SOFUBUF12AC3DF98FF,594792,Radio Hits 2,ARWSMC91187B9AD369,51.48126,Cardiff Wales,-3.18067,Helen Love,0,145.78893,11,0.633,156.074,4,0.126,Bubblegum,1997
162,SOFKOUI12A58A7F55C,536523,Donde Estas Corazon,ARXTM8U1187B99F200,,,,Pablo Montero,0,199.94077,2,0.656,100.048,4,1,Ni Gota De Rencor,0
163,SOPZMUP12AB018C070,570508,Sweetlife,ARJ1W5M1187FB458F3,51.50632,London England,-0.12714,Sweet,0,318.9024,4,0.422,84.103,4,0.233,Airheads,0
164,SOLFDCM12A6D4F7A7C,22353,Greatest Hits,ARBEBBY1187B9B43DB,,Gainesville FL,,Tom Petty And The Heartbreakers,0,274.20689,7,0.45,168.946,4,1,Mary Janes Last Dance,0
165,SOZKGKZ12AB017E527,396156,Concerts Iní©dits: Solo - Duo - Trio,ARWI6LR1187FB46E9F,43.57607,Le Cannet France,7.01815,Richard Galliano,0,201.09016,4,0.136,79.53,5,0.787,French Touch,1999
166,SOEKZPU12AC3DF6093,603736,Glory Bound [Original Recording Remastered],ARTXS851187FB411C7,,Essex England,,Chris Farlowe,0,242.88608,7,0.093,122.298,4,0.546,Gangster Of Love,0
167,SOTNBRQ12AC4687F85,599113,Steppin It Up A Notch,ARDHKHJ1187B9B62EA,31.1689,Texas,-100.07715,Steve Wilson,0,260.38812,7,0.598,100.006,4,0.116,Your God Isnt Listening,0
168,SOYHTLZ12A8C1399F7,154567,Pieces Of A Man,ARKQ9JM1187FB57521,,Oakland CA,,A.Z.,0,125.41342,4,0,180.296,4,0.888,Sosa (Explicit),1998
169,SOSHQVN12A6D4F9B21,63882,Ciní©Passion,ARH0NCL1187B99B41A,,,,Quadro Nuevo,0,221.28281,2,0.761,110.551,3,0.876,"Der Wind Hat Mir Ein Lied Erzí_hlt (from La Habanera"")""",0
170,SOFKTVC12A81C20A23,133467,Vida loca,ARADF5Q1187B98DAE7,,,,Francisco Cí©spedes,0,204.53832,10,0.692,110.666,4,0.88,Seí±ora (bonus track),1998
171,SOAECHX12A6D4FC3D9,271517,Apocalypso,ARX2DLI1187FB4DD03,,Sydney Australia,,The Presets,0,271.85587,4,0.243,120.119,4,1,Yippiyo-Ay,2008
172,SOTQGQR12CF5CFD61E,291991,On The 6 / J. Lo (Coffret 2 CD),AR7C6G11187B9B4C1E,,The Bronx New York,,Jennifer Lopez,0,275.69587,6,0.75,80.979,4,0.388,Talk About Us,1999
173,SONIVCV12AB017FEED,646216,Strictly The Best Vol. 40,AR9RTS51187B996CC8,19.59009,Hawaii,-155.43414,John Legend [feat. Buju Banton],0,184.73751,5,0.578,162.876,4,0.043,Fall In Love [Rub A Dub Mix],0
174,SOCTJIL12A67ADAF3F,16743,Saosin EP,ARGO67V1187B9968D2,,California,,Saosin,0,212.29669,6,0.546,85.029,4,0.367,Bury Your Head,2005
175,SOXBWOG12A8C138A74,300387,An American Journey,AR039B11187B9B30D0,,NEW YORK New York,,John Williams,0,157.28281,2,0.771,138.508,1,0,American Journey/IV. Arts and Sports,0
176,SOZUOAK12AB018AA82,469705,Its Nothing Personal,ARG9E8O1187B99AB4F,42.31256,Boston Massachusetts,-71.08868,Bury Your Dead,0,290.63791,4,0.005,123.635,4,0.892,Closed Eyes,2009
177,SOGFQTK12AB017DE14,343010,Hallelujah Live,ARSVRVA1187B99228A,,,,The Nelons,0,91.95057,6,0.281,72.001,5,0.539,Ive Won (Introduction - Speaking),0
178,SOZSKUB12AC4686766,736813,En concert au Splendid,AR27XEH1187FB4EC83,50.63718,Lille (59),3.06281,Les Blaireaux,0,297.76934,0,0.276,140.173,4,0.441,Le gardien de musí©e,2007
179,SOUYGWL12A58A7A474,91448,Swarm Warnings,ARFG9M11187FB3BBCB,,Nashua USA,,C-Side & Petit Mal,0,212.47955,4,0.236,135.087,4,0.931,Mudhump,0
180,SORPGNH12A6D4FCDE2,124135,Serve The Ego,ARJJRZ41187FB4C856,,Payson UT,,Jewel,0,529.91955,0,0.946,85.316,5,0.758,Serve The Ego (Hani Num Dub),0
181,SOVNZNG12A6D4F763D,40395,Un Blodymary,ARWG0541187FB364EC,,,,Las Ketchup,0,171.80689,0,0.764,167.954,1,0,Doble Bombo,2006
182,SOVQWEN12A8C141BD9,8567,Its Dark And Hell Is Hot,ARTE9CG1187B99B1AF,,,,DMX,0,222.09261,10,0.39,106.769,4,0.564,Damien,1998
183,SOJMDES12A6D4FD717,229522,Country Greats,AR7CCCC1187FB578FF,,Shelby North Carolina,,Don Gibson,0,152.58077,2,0.943,80.738,3,0.877,A Legend In My Time,1987
184,SOMFSJZ12A8C13358D,284595,Deep Impact - Music from the Motion Picture,ARBM57Q1187B9AF97C,34.05349,Los Angeles CA,-118.24532,James Horner,0,269.7922,2,0.689,76.499,5,0.333,The Presidents Speech,1998
185,SONTEWC12AB0186E51,347917,Testosterona,AR02YGA1187B9B8AC4,-34.60852,Buenos Aires,-58.37354,Bersuit Vergarabat,0,307.35628,6,0.376,135.982,4,0.865,Sencillamente,2005
186,SOERWEA12A6D4F4CB8,29186,Ascolta,ARI6OUG1187B989234,,,,Izzy,0,277.10649,1,0.659,88.761,1,0,Going Home,0
187,SOULCEZ12AB0187E3C,567604,Dans un í©lan,ARQPSAB1269FCD243F,,,,Acorps de Rue,0,194.79465,5,0.418,73.136,1,0,Chanson Rí©aliste,0
188,SOWQDJI12AC468AED3,605651,Black Diamond Express To Hell,ARXCUQE1187B9ADD91,43.04181,Milwaukee WI,-87.90684,Pee Wee King,0,154.69669,5,0.155,89.201,4,0.307,Railroad Boogie,0
189,SOWJNKL12A81C21F17,275954,Nocturama,ARODBRG1187FB3FD99,,,,Nick Cave & The Bad Seeds,0,283.74159,0,0.88,116.621,1,0,Still In Love,2003
190,SOWAIRN12AC468B37C,608237,Live_ Love_ Let Go,ARYA9ZH119B8668A81,54.31392,Great Britain / UK,-2.23218,Our Time Down Here,0,75.49342,6,0.041,126.4,4,0.18,Big Guys Throw Cones,0
191,SOSIVYG12A6D4F93A9,2058,Hot Joints 2,ARRXG5Y1187B9AA016,,ABD,,G-Unit,0,242.52036,11,0.639,88.043,4,1,Poppin Them Thangs,2003
192,SOVCECZ12A6D4FA35E,226149,Heaven & Earth,AR6AGJV1187FB504BA,,Toyohashi Japan,,Kitaro,0,43.51955,10,0.422,35.931,4,0,Trong Com,1993
193,SOKCDWG12A8C1398E7,105323,Brí_derna Djup - Vi bor pí« landet,AR2ABYH1187B9A0C67,,,,Brí_derna Djup,0,126.6673,9,0.42,135.407,4,0.492,Rí«skeví_rsrock,0
194,SOTLYRR12A8C13951F,293622,RCA Country Legends,AR0X3JJ1187FB3A9A7,,McLellan FL,,Hank Locklin,0,146.83383,7,0.666,90.61,4,0.603,Danny Boy,0
195,SOAQCDC12A8C139378,249662,Cajun Blood,AR1JGQT1187FB56878,30.23513,Rayne LA,-92.26831,Jo-El Sonnier,0,233.01179,7,0.807,169.235,4,0.77,Cajun Blood,0
196,SOCZQSZ12A8AE4604D,237547,Sly & Robbie present Taxi,AR0DSOO1187B9B855E,,,,Wailing Souls,0,204.85179,7,0.588,146.445,4,0.433,Old Broom,1981
197,SONTUMS12AC468A9AA,695138,Poikamies (2009),ARKPDBH1242077DEB1,,,,Murskahumppa,0,145.76281,9,0.846,130.756,1,0,Poikamies (2009),0
198,SOPPEBK12A8C13B9CE,597462,In His Prime 1927-1928,ARN7OQ21187FB5A6B3,,Greenwood MS,,Furry Lewis,0,171.49342,8,0.41,136.915,1,0.488,Good Looking Girl Blues,0
199,SONZEZK12A8C13A421,295644,Nineteen Naughty Nine Natures Fury,AR1ZYLH1187B98C159,,East Orange NJ,,Naughty By Nature;Naughty By Nature featuring Zhane,0,213.91628,0,0.7,91.981,4,1,Jamboree,0
200,SOOOUDM12AAA15EE2D,615562,Tango,ART9VCW1187B9B6FE6,,,,Lili Ivanova,0,253.70077,6,0.419,124.025,4,0,Pak shte te obicham,0
201,SOSYMSX12A6310DFE2,405065,OK Computer (Collectors Edition),ARH6W4X1187B99274F,,Oxford UK,,Radiohead,0,267.20608,0,0.847,150.848,3,0.401,Subterranean Homesick Alien,1997
202,SOKVTFS12A8C1336D6,600205,When Juniper Sleeps,ARB06Z71187B99049A,,,,Seamus Egan,0,205.21751,0,0.5,60.11,1,0,Lullaby,0
203,SOCUDXX12A58A76EF9,68914,Walking Miracle,ARP32X81187B99EBF5,42.33168,Detroit MI,-83.04792,Vanessa Bell Armstrong,0,231.54893,2,0.035,120.977,5,0.15,Til The Victorys Won,0
204,SOEBXFH12AB018607F,564601,Street Singer,ARMBDNQ1187FB3F3EC,46.97933,Kamenetz-Podolsk Moldavia,28.39131,Arthur Tracy,0,161.38404,5,0.627,138.25,4,0,Dance_ Gypsy_ Dance,0
205,SOAWMWQ12A8C13AF1D,265380,The Edge Of Love,AR1PCLK1187FB5BBFF,40.14323,New Jersey,-74.72671,Angelo Badalamenti,0,168.51546,9,0.802,67.405,1,0.483,Love Me,0
206,SOCSEYN12A6D4F8178,25426,Things In The Game Done Changed,ARXP7MQ1187FB3AC5F,,LOWELL,,Dave Hollister,0,305.34485,6,0.443,118.052,4,1,Tell Me Why,2006
207,SOGCMMV12AB0184BBB,539338,C.C. Adcock,AR8LD3R1187FB4D08F,30.9742,Louisiana,-91.52382,C.C. Adcock,0,121.0771,7,0.398,172.716,1,0,Good Loving,0
208,SORKSWH12A8C1452B4,320414,A Year Of Time,AR0X3JJ1187FB3A9A7,,McLellan FL,,Hank Locklin,0,149.2371,2,0.662,106.941,3,0.68,Rio Grande Waltz,0
209,SOGEBZO12A67ADF488,66818,Saints And Sinners,ARASYMJ1187B9ACAF2,51.50632,London England,-0.12714,Whitesnake,0,209.99791,7,0.64,145.689,5,0.286,Young Blood (2007 Digital Remaster),0
210,SOVXYYO12A8C13B254,214256,Growing A Girl EP,ARNNBW81187FB55594,52.94922,nottingham,-1.14392,We Show Up On Radar,0,124.47302,5,0.489,79.226,4,0.241,Red Balloon,0
211,SOYALFX12A8C143637,704088,Riddim Driven - Adrenaline,AR202MX1187B9B0383,,,,Tanto Metro & Devonte,0,207.33342,1,0.657,195.976,5,1,Honey I Sugar Pie,2003
212,SOWXWOS12A8C143605,521363,Conqueror,AR9YS621187FB5AC07,,,,The Clark Sisters,0,329.74322,10,0.448,101.988,4,0.483,I Wont Let You Go Till You Bless My Soul (Album Version),0
213,SOLHVZC12A8C14307F,598098,Country 100,ARM5JLS1187FB3615B,34.27611,Itawamba County MS,-88.35068,Tammy Wynette,0,159.60771,9,0.781,105.202,4,0,Stand By Your Man,1968
214,SOFOOEV12A8AE44CA3,135559,4 Rosas Y Que Dios Reparta Suerte,ARQGNEN1187FB4494C,,,,Gabinete Caligari,0,304.32608,7,0.231,109.051,4,0.489,El Arte De Amar,1989
215,SOHBOWM12AB018446A,409139,Atlantis Nath,AR1WU211187FB57E2B,39.09551,Colfax CA,-120.95071,Terry Riley,0,142.41914,2,0.036,128.135,4,0.65,Acension Final Chord Rising,2002
216,SOCMHBT12A8C13D634,219550,Phylyps Trak II,AR2CM6U1187B999EB7,52.51607,Berlin Germany,13.37698,Basic Channel,0,793.62567,11,0.005,127.923,4,0,Phylyps Trak II/II,1994
217,SOYNESO12AB018782B,513031,Eddie Cano at PJs,ARODP5P1187FB40142,,,,Eddie Cano,0,225.17506,0,0.805,165.263,4,0.535,The Trolley Song (Live Album Version),0
218,SOHGYDF12A6D4FCD5E,127491,The Early Years_ CD C: 1952-1954,AR3DYAD1187FB3964E,36.20201,Luttrell TN,-83.74416,Chet Atkins,0,173.68771,5,0.813,98.117,1,0.109,Get Up & Go,0
219,SOBHIVO12AB0182476,512216,Sí_ o Sí_ - Diario del Rock Argentino - Sumo,AR69GPS1187B99E556,44.00118,New Hampshire,-71.6342,SUMO,0,215.11791,11,0.736,101.742,4,0,Pinini Reggae,1989
220,SOHPWKA12A8C13864B,245264,Irresistible!,ARPLE851187B9B2B7C,,,,Superchumbo,0,673.2273,6,0.06,127.992,4,0.703,Irresistible! (Maurel & Fauvrelle LESS Mix),0
221,SOFWMDO12A8C135956,388984,extrasensory perception compiled by martin & Liquid Soul,ARMFGS71187B98ED03,,,,liquid soul & freq,0,402.62485,1,0.68,0,3,1,Liquid Frequencies (liquid Soul Mix),0
222,SOIKOBP12AB01897DA,712469,Megalomania,AR0I2BV1187FB3D89F,,NORWAY,,Enslavement Of Beauty,0,239.90812,4,1,120.052,4,1,Ye That Tempteth_ Ye That Bequeth,2001
223,SOKWIDU12CF5F87DA3,20797,The Rising Tied,ARHU9211187B9B7E0E,,LA California,,Fort Minor (Featuring Mr. Hahn),0,236.66893,5,0.58,90.009,4,0.074,Slip Out The Back (Album Version),2005
224,SOPOFBK12AF729EEBE,15564,The Ever Passing Moment,ARBOG0H1187B99F775,47.565,Bremerton WA,-122.62569,MxPx,0,129.88036,7,0.589,130.716,1,0,Answer In The Question,2000
225,SOPOZOQ12A58A76660,91291,Sonny Terry & Brownie McGhee_ Vol. A (1938-1941),ARKJVHY11E2835E76B,,Massachusetts,,Sonny Terry & Brownie McGhee,0,168.64608,7,0.042,106.237,4,0,Be Good To Me,0
226,SOGIZJH12AB01822B5,556327,Zydeco Champs,ARDL6T21187FB36FDD,29.89932,Port Arthur TX,-93.92938,C.J. Chenier,0,189.33506,5,0,89.67,3,0.984,Banana Man,1992
227,SOBXFLQ12A6D4F3578,83355,Que Todo Mexico Se Entere,ARPPTNG11F50C482A3,,,,Mercedes Castro,0,129.74975,3,0.791,129.354,1,0,El Cara Bonita,0
228,SOCSFMW12AB01826F2,394187,Ultra-Lounge / Space-Capades  Volume Three,ARGMRRK1187FB5BE1F,,,,Dean Elliott And His Big Band,0,150.33424,0,0.635,120.172,4,0.719,Lonesome Road (1995 Digital Remaster),0
229,SOQLXXN12AB01800CD,351029,Signal Fire,ARVN9FZ1187FB393F1,,Dundee Scotland,,Snow Patrol,0,181.57669,7,0.636,117.966,1,0,Chocolate,2003
230,SOPAZAM12A6D4F6F05,27497,Broken,ARVMFE61187B992463,,,,Darwin Hobbs,0,352.86159,8,0.554,41.21,4,0,You Are God (Broken Album Version),2003
231,SOUHBIP12AF72A14DA,94385,Old Lions (in the world of snarling sheep),ARWQQYJ1187B9ADC4C,,NY - Upstate NY,,Anubis Spire,0,316.89098,9,0.639,161.621,4,0.676,It Has Been A Long Time_ Hasnt It,0
232,SORUPLP12A8C14177E,173464,In Humppa We Trust-Live!,ARWRS4D1187FB3FCD4,,,,Elakelaiset,0,182.83057,2,0.892,166.906,1,0,Humppa,1996
233,SODHSPZ12AB0185645,416757,Our Music Is Red  - With Purple Flashes,ARVSDB11187FB4270B,51.55615,Middlesex England,-0.25969,The Creation,0,250.27873,9,0.886,85.453,1,0.134,Hey Joe,1967
234,SOAUAOA12AB018776D,470993,Capsules,AR573WK1187FB47167,37.77916,san francisco,-122.42005,The Balustrade Ensemble,0,285.3873,2,0.014,116.423,3,0.686,Fall Away Into Darkness,2007
235,SOETFQZ12A8C13C7DA,300821,The Letter/Neon Rainbow,ARMJAGH1187FB546F3,35.14968,Memphis TN,-90.04892,The Box Tops,0,177.3971,0,0.552,117.381,4,0,Neon Rainbow,1967
236,SOUWBCT12AB01846F6,343159,African Drums,AR6DD3C1187FB3D775,,Pittsburgh PA,,Beaver Harris,0,193.4624,2,0.822,82.571,3,0.737,Glo-Billy-Vee-Vee,0
237,SOQYHCL12A8C13E707,122610,Rise From Within,ARF3L8J1187B9B7866,37.97615,Athens Greece,23.73641,Astarte,0,173.81832,4,0.711,161.782,3,0.343,Risen From Within,2000
238,SOCFESM12A8C131EA8,283150,This Will Be Laughing Week,ARIUHYM1187B9AEAE4,39.17881,Manhattan Kansas,-96.56183,Ultimate Fakebook,0,149.55057,2,0.497,115.606,4,1,BrokíËn Ní‚edle,0
239,SORUWYJ12AB0181EBF,391613,Martin Scorsese Presents The Blues: Stevie Ray Vaughan,ART3O5Z1187B9AB043,32.77815,Dallas TX,-96.7954,Stevie Ray Vaughan And Double Trouble,0,184.2673,6,0.205,98.623,1,0,Empty Arms,1996
240,SOTVSQV12AB018767D,665359,Juke Trax Online Vol. 6,ARPOPBQ11F4C83D36D,,,,DJ Spinn,0,240.43057,11,0.706,120.231,3,1,Bounce Back,0
241,SOXDMYX12AB01890CA,673165,Contact?,ARU24791187B996E24,46.8132,Switzerland,8.22395,Prisma,0,219.66322,9,0.743,194.704,3,1,winning friends,0
242,SOVUDJB12A6D4F68C4,22367,Essential_ The Very Best Of...,ARB29H41187B98F0EF,41.88415,Chicago,-87.63241,Terry Callier,0,180.50567,7,0.695,109.018,3,1,Blues,2001
243,SOSIVPO12AB017D5E9,335540,Nattfí_dd,ARB5TJM1187B9A71FD,,,,Finntroll,0,255.00689,4,0.51,149.948,4,0,Hel Vete,2004
244,SOKBCLG12A8C13DAA5,297839,Supernova,ARNQ7UN1187B98EE77,,Berlin Germany,,Novaspace,0,231.54893,2,0.783,185.97,4,0.032,Guardian Angel,2002
245,SOXUAQZ12AB0184442,333739,Good Vibes - The Very Best of Laid Back,AR31G891187FB3892D,56.27609,Denmark,9.51695,Laid Back,0,196.72771,10,0.584,124.534,4,0.902,Maybe Im Crazy (Single original version_ 2008 Digital Remaster),0
246,SOHXASU12A6D4F6B1C,23369,20th Century Masters: The Millennium Collection: Best Of Semisonic,ARP96FM1187B9AEA77,44.97903,Minneapolis MN,-93.26493,Semisonic,0,258.92526,4,0.736,186.012,4,0.777,If I Run,1993
247,SOOPBZY12AB018379D,485272,Mosaic,AR7CCS31187B98C531,,,,Tom Barabas,0,249.20771,4,0.515,121.001,3,0.692,Melodioso,0
248,SOMSHMQ12A58A7EC79,602686,Something To Talk About,ARUG6DV1187B992475,33.45081,Indianola MS,-90.645,Willie Clayton,0,238.39302,7,0.55,85.973,4,0.421,Heart Of The City (Soul and R&B),0
249,SOIVHQA12AB017DBDB,531252,Pump Up The Bhangra,AR2PNSZ1187B9AF0A4,,,,Pardesi,0,309.26322,1,0.471,106.438,4,1,Shuncata Penda,0
250,SOSWEUH12AB0186F22,562002,Future Chill,ARWYDXE12420780913,37.27188,California,-119.27023,Baby Grand,0,294.55628,9,0.1,114.011,4,0.704,Melodica,0
251,SOQBETA12CF5702399,396810,La Toussaint,ARMEUT11187B9BA155,,,,Steve Riley & The Mamou Playboys,0,182.22975,0,0.85,225.669,1,0,Between Eunice & Opelousas,1995
252,SOMMUOG12AB01821FF,655158,Top of the Mountains Vol. 5,ARMLW331187B9923F9,,,,DJ Ostkurve,0,207.43791,9,0.006,137.951,4,0.034,Sailing,0
253,SOHNBNW12A6D4F7323,22780,Nachtflug,AR5DXUU1187B9B0E42,48.20254,Vienna Austria,16.3688,Falco,0,252.96934,11,0.457,94.777,4,0.751,Monarchy Now,1992
254,SOVTZLS12AB0184CB5,512344,A Cowboys Songbook,ARHK7A51187FB411D8,40.58751,Redding CA,-122.39293,Roy Rogers,0,154.53995,5,0.301,121.815,4,1,Hi Ho Silver,0
255,SODJOWL12AC468D389,685885,Reni 2001,ARO89GU1187B98ADA2,53.4796,Manchester England,-2.24881,Reni,0,222.14485,0,0.486,92.68,1,1,Slamka Spasa,0
256,SOBFZDQ12AB0188B04,818130,Kealas Mele,ARN5BHA1187B99E072,,,,Leonard Kwan,0,202.91873,11,0.936,83.065,1,0.025,Kanaka o Mose,0
257,SOYHZWP12A58A7C176,668323,Clueless / Original Motion Picture Soundtrack,ARWD82K1187B98CFF2,,Richmond VA,,Cracker,0,263.8624,4,0.675,136.459,4,0.068,Shake Some Action,1995
258,SOEQKKP12AC3DFA097,683558,Stille Nacht,ARWXHRS1241B9C7A1E,,,,Thomas Battenstein,0,123.11465,7,0.617,162.103,3,0.992,Nun singet und seid froh,0
259,SONATVQ12A6D4FAF73,175825,Matter Of Time,ARJAOPV1187B9A96D9,37.16793,United States,-95.84502,Javier Mendoza Band,0,295.57506,2,0.991,117.116,4,0.091,Ríçpido Nos Vamos,0
260,SOYUMRC12A8AE452DE,137244,Pastanaga,ARQFPCY1187FB552CE,34.05349,California - LA,-118.24532,Sapo,0,219.74159,4,0.014,141.45,1,0,El Mes Alt,2003
261,SOZNDLW12A6D4FB4C5,65629,A Donny Hathaway Collection,ARTB5PP1187FB523B7,41.88415,Chicago IL,-87.63241,Donny Hathaway,0,322.87302,5,0.297,72.937,5,0.697,I Love You More Than Youll Ever Know (LP Version),1990
262,SORSIBU12AC468E2E3,793204,Trelokoritso - Oles oi epityxies,ARPKGV01187B9939F5,,Mass. - Boston,,The Charms,0,130.82077,4,0.084,149.054,1,0,Ascolta mio dio,0
263,SORLIQE12AF72A3375,224850,Broken Freedom Song: Live From San Francisco,ARBQPXY1187B98D67B,25.89958,Brownsville TX,-97.49553,Kris Kristofferson,0,259.68281,2,0,141.51,4,0,Road Warriors Lament,0
264,SOUKEVR12CF4FFF27D,128135,18 CANDLES: THE EARLY YEARS,AR10USD1187B99F3F1,,Burlington Ontario Canada,,Silverstein,0,181.81179,9,0.315,200.375,5,0.279,FRIENDS IN FALL RIVER  (LP Version),2006
265,SOWXKLQ12A8C13C221,304844,Live at Stubbs,AR6J3X81187FB59A7B,40.65507,Brooklyn NY,-73.94888,Matisyahu,0,417.67138,5,0.386,181.549,4,0.874,Exaltation,2004
266,SOUKQWD12AB017F89D,409433,Natural Bridge,ARJXULI11F4C83C865,,,,Bí©la Fleck,0,158.98077,2,0.761,140.659,1,0,Punchdrunk,1982
267,SOEWLTH12A6D4F8E29,37893,Jongo Trio,ARRLCY71187B9A0FC6,,,,Jongo Trio,0,163.36934,11,0.452,184.964,1,0,Morena Boca De Ouro,0
268,SOOLVIB12A8C1408E2,385038,Music Bank,ARSW5F51187FB4CFC9,,Seattle WA,,Alice In Chains,0,267.36281,1,0.134,92.012,1,0.094,Brother,1992
269,SODWZGN12A8C142A38,315004,Playlist: The Very Best Of Eddie Money,ARWZSFC1187FB567BF,40.65507,Brooklyn NY,-73.94888,Eddie Money,0,189.30893,2,0.221,86.902,5,0.772,Two Tickets To Paradise,1977
270,SOYJCVS12AB01869B2,668028,In Your Ear,ARB06Z71187B99049A,,,,Sí©amus Egan,0,276.16608,2,0.588,201.651,1,0,McDermotts / Boys of Blue Hill,0
271,SORFAAB12A6D4F7EAC,22901,Rockin Every Night (Gary Moore Live In Japan),AR56P361187B9AC4DB,54.5958,Belfast Northern Ireland,-5.93494,Gary Moore,0,198.79138,7,0,100.081,4,0.318,Rockin Every Night (Live),2005
272,SOSJQKV12A8AE46270,279403,Christina Aguilera/Stripped,AR0S7TA1187FB4D024,,,,Christina Aguilera,0,347.84608,4,0.3,152.214,3,1,Walk Away,2002
